"week","brand","volume","price","promo","wpr"
59,1,138874,0.0522576580209398,0,0.0415097172976943
60,1,105688,0.0535258496707289,0.102641737945651,0.0425650785425025
61,1,111087,0.0513656863539388,0,0.0395365838937049
62,1,168798,0.0513623384163319,0,0.0394193343641512
63,1,106544,0.0510090666766782,0.142363718276017,0.0393831892645292
64,1,161773,0.0507666915987217,0,0.0388673557763038
65,1,120215,0.0516389801605457,0,0.0396913949923055
66,1,163245,0.0479837054733682,0.415743208061503,0.0376270024931851
67,1,152118,0.0489403620873269,0.25670860779132,0.0383400443077085
68,1,166795,0.0501839383674571,0.37599448424713,0.0399238239215804
69,1,152294,0.0489092807333184,0.352069024387041,0.0394637040592538
70,1,160165,0.0506117441388568,0.14025536165829,0.0395929704866856
71,1,169582,0.050787406682313,0.370286940830985,0.0393982571617271
72,1,147136,0.0530567638103523,0.293334058286211,0.0409522489941279
73,1,118635,0.0533729506469423,0.309562945167952,0.041101421730518
74,1,478146,0.042501265303903,0.295867789336312,0.0265108743919221
75,1,123254,0.0516220163240138,0.718751521248803,0.0412776241825823
76,1,107448,0.0525111681929864,0.430831658104385,0.0416907472824064
77,1,131347,0.0525346600988222,0.141792351557325,0.0402006766275591
78,1,120637,0.0529679948937722,0.264893855119076,0.0384984195396106
79,1,132428,0.0534515359289576,0.132298305494306,0.0381434450569366
80,1,120580,0.0563775916404047,0,0.0403901832061702
81,1,120057,0.0580366825757765,0,0.0438861105308312
82,1,137011,0.0611303471984001,0.184656706395837,0.0470477293647955
83,1,336614,0.060797114796176,0.765131575038471,0.0543957016463962
84,1,127512,0.0575117635987201,0.499498086454608,0.0453312414596273
85,1,108544,0.0563599093455189,0.368569428066038,0.0446328164799528
86,1,112125,0.0534785284280936,0.22631884057971,0.0416184701270903
87,1,105671,0.0521500695555072,0.387466760038232,0.0408856271919448
88,1,125020,0.0524894416893297,0.19760038393857,0.0394804729723244
89,1,122146,0.0530452081934734,0.284168126668086,0.0401831244412425
90,1,123105,0.0537679216928638,0.231793996994436,0.0407086283497827
91,1,116040,0.054575922095829,0.0985866942433643,0.0420458940451568
92,1,116419,0.0533514288904732,0.636244942835791,0.0409023707556327
93,1,148555,0.0548942142640773,0.426151930261519,0.0418591539362526
94,1,255815,0.0530232785411332,0.703930574829467,0.0448933211265954
95,1,137454,0.0531475984693061,0.480116984591209,0.0445894975919217
96,1,116499,0.0554852831354776,0,0.0424749284199864
97,1,110308,0.0541894513543895,0.0843637814120463,0.0416567559832469
98,1,106740,0.0529355443132846,0,0.0405862905939667
99,1,92185,0.0533988175950534,0.0867820144275099,0.041138587980691
100,1,83645,0.0528175025404985,0,0.0407725422081415
101,1,102359,0.0545094227180805,0.133490948524312,0.0411180645473285
102,1,92268,0.0532472796635887,0.167013482464126,0.0405345372068323
103,1,118511,0.0558966678198648,0.144189146999013,0.0434833684299348
104,1,473283,0.0427121193873433,0.0228277795737434,0.0280402607446285
105,1,96233,0.0520160443922563,0.601519229370382,0.0408012469942743
106,1,101500,0.0533852216748769,0,0.039455003773399
107,1,112047,0.0529433184288736,0,0.0398841028943211
108,1,124542,0.0514384705561176,0.00156573685985451,0.0394051558349794
109,1,118784,0.0513650828394397,0.00273605872844828,0.0402447637308055
110,1,120719,0.0519992710343856,0,0.041063594844225
111,1,127078,0.0502775460740647,0.41584696013472,0.039034002108941
112,1,174409,0.0505885017401625,0.521337775000143,0.0392027079795194
113,1,127277,0.0502856761237301,0.390785452202676,0.0379962166377272
114,1,140089,0.0504646331974673,0.339983867398582,0.03788023507199
115,1,204546,0.0503827989792027,0.229122055674518,0.0381237516891066
116,1,131141,0.0505516962658513,0.463851884612745,0.0384499339489557
117,1,172515,0.0498771121351766,0.369921456105266,0.0378854146364084
118,1,194544,0.0489542725553088,0.81060325684678,0.0371325130613126
119,1,167621,0.0496299389694609,0.3107247898533,0.0376531730570752
120,1,155640,0.049911076843999,0.698368028784374,0.0384650174890774
59,2,241331,0.0594971636466098,0.162880027845573,0.0465893217323924
60,2,272423,0.0571746878934598,0.340679751709657,0.0449936626863371
61,2,198992,0.0599602999115542,0.13067862024604,0.0447866047780815
62,2,250664,0.0600038298279769,0.061771933743976,0.0451203394504197
63,2,159971,0.0607657012833576,0.0236292828075089,0.0460343557769846
64,2,230479,0.0607893126922626,0,0.0460830211168913
65,2,170453,0.0618053070347838,0.0517444691498536,0.0470469117058661
66,2,184588,0.0623860164257698,0.0602205993889094,0.0473826196773355
67,2,208714,0.0617331851241412,0.15010013702962,0.047325007086252
68,2,256886,0.0605399282171858,0.217769750005839,0.0460109976137275
69,2,237106,0.0610261233372416,0.178030079373782,0.0468455937428829
70,2,215790,0.0606608276565179,0.262597896102692,0.0460308119699708
71,2,192783,0.0609622736444604,0.225268825570719,0.0474796103338987
72,2,193229,0.0609472698197476,0.237148668160576,0.0476268990317188
73,2,190321,0.0612239847415682,0.273264642367369,0.0485974270259194
74,2,167235,0.0612167907435644,0.300654767243699,0.048717207917003
75,2,329252,0.0581741340978946,0.224393473691883,0.0480748079920547
76,2,163329,0.0611953174267889,0.157510301293708,0.0489718487959885
77,2,188120,0.0613767276206677,0.0513714650223262,0.0485347773017223
78,2,161045,0.0619392716321525,0.0610015834083641,0.046748160625912
79,2,199952,0.0615453208770105,0.0472113307193727,0.0473471550472113
80,2,244228,0.0576730759781843,0.228778027089441,0.0462707438950489
81,2,217437,0.0575288014459361,0,0.0450242375676633
82,2,171475,0.0608228604752879,0,0.0458901454964281
83,2,159292,0.0609107174246039,0,0.0459445590927354
84,2,149332,0.0604092224037715,0,0.0460260082299842
85,2,170615,0.0575689124637341,0.254133575594174,0.0465124954370952
86,2,250976,0.0576900181690679,0.331581505801351,0.0479037887447405
87,2,184338,0.0578623506818995,0.244751489112391,0.0458723413891873
88,2,187679,0.0581569594893408,0.301999690961695,0.0464812336862409
89,2,205526,0.0603568404970661,0.0623570740441599,0.0488782734690502
90,2,203246,0.0612399260010037,0.169922163289806,0.0494836766726036
91,2,630815,0.0485781726813725,0.451484191086135,0.0408950966273789
92,2,154255,0.0622855661080678,0.0780007131049237,0.0488119904897734
93,2,213669,0.0620029578460142,0.209211443868788,0.0497782879032522
94,2,261134,0.0620312176890026,0.118000719936891,0.0487051463041963
95,2,245058,0.0607119130981237,0.0566967819863053,0.0478680902398616
96,2,235730,0.0618939888855894,0.0358376108259449,0.0487616405760828
97,2,225457,0.0628982023179586,0.179448852774587,0.0486518656905751
98,2,177831,0.0629649498681332,0.282796587771536,0.0486359506497742
99,2,188385,0.0637785917137776,0.0809193937946228,0.0488529098017358
100,2,463867,0.0619467864711221,0.0815427698025512,0.0467964713808053
101,2,234323,0.0621492128386885,0.117530076006197,0.0488794594000589
102,2,1206364,0.0463619272458396,0.781006396079459,0.041328670316281
103,2,207153,0.0622665855671895,0.161257621178549,0.0466898331957539
104,2,162606,0.0611946668634614,0.171980123734672,0.0461615836869488
105,2,551614,0.0591334157581207,0.418930629026819,0.0479510825849235
106,2,541395,0.0586736486299282,0.482974537999058,0.0479996544002069
107,2,217670,0.0596834657968484,0.286911379611338,0.0458942251114072
108,2,285961,0.0552643192603187,0.376128213287826,0.044597153464983
109,2,357110,0.0549247290750749,0.616641931057657,0.0481362670997732
110,2,234152,0.0583416754928422,0.136577949366224,0.0461742099747173
111,2,174382,0.0562891238774644,0.32819327682903,0.0451295655514904
112,2,225356,0.0570671737162534,0.0981691190826958,0.0445795680612009
113,2,407303,0.052865925367601,0.615627677674851,0.0406588776561921
114,2,371578,0.0538877974476422,0.611798868609013,0.0424912780008504
115,2,323491,0.0561804810643882,0.485871322540658,0.0426334811107573
116,2,207431,0.0563927281843119,0.398768747197863,0.0414697756169521
117,2,232440,0.0571839184305627,0.136422302529685,0.0404664724574084
118,2,206320,0.05762708414114,0.216934858472276,0.0424152276512214
119,2,255146,0.057305111583172,0.146833577637901,0.0429658264875796
120,2,357762,0.0519207461943974,0.34972411826857,0.0414061096566991
59,3,142622,0.0641868715906382,0,0.0533011116868365
60,3,269810,0.0573131462881287,0.00220154923835291,0.0494343431637078
61,3,133716,0.0639082832271381,0,0.0528362755167669
62,3,168210,0.0659321086736817,0,0.0547005561916652
63,3,105572,0.066391941044974,0,0.0563049859716592
64,3,150984,0.0669118582101415,0,0.0569110247112277
65,3,113578,0.0706766275158922,0,0.0578411024141999
66,3,124624,0.0708342694826037,0,0.0591570518198742
67,3,141918,0.0713078679237306,0,0.059626351153483
68,3,148132,0.0730380336456674,0,0.0609343596859558
69,3,397802,0.0557240536749438,0.38391963841308,0.0479688631304016
70,3,160642,0.0618770309134597,0.532052638786868,0.0546077661134697
71,3,122662,0.0748944253313985,0.427402129428837,0.064357
72,3,129906,0.0752543377519129,0.450648930765323,0.064865300524995
73,3,132498,0.0754780449516219,0.270147473924135,0.0651000669444067
74,3,106266,0.0755410008845727,0.382380065119606,0.0652375953268214
75,3,141920,0.078157694475761,0,0.062919858300451
76,3,313690,0.0616928496286142,0.469820523446715,0.0584625814817176
77,3,191808,0.0658708187354021,0.579683850517184,0.0609531489458208
78,3,116958,0.0785579438772893,0,0.0632161508233725
79,3,129092,0.0786635887584049,0.228534688439253,0.0636258059755833
80,3,118586,0.0786835714165247,0.11502200934343,0.0638761497731604
81,3,134612,0.0786631206727483,0,0.0627287563664458
82,3,151042,0.0779573231286662,0,0.0617464747090213
83,3,407732,0.0726532133852629,0.50299216151786,0.0581020529759744
84,3,121518,0.0763616089797396,0.437762306818743,0.0615666135058181
85,3,110434,0.0763614466559212,0.166542912508829,0.0618567253563214
86,3,114012,0.076420113672245,0.447286250570116,0.0620942653843455
87,3,111730,0.0763551418598407,0.324102747695337,0.0622653345744205
88,3,207458,0.06640568211397,0.764694540581708,0.0617978444408025
89,3,115998,0.0791209331195366,0,0.062999794703357
90,3,117976,0.0789718247779209,0,0.0632545445344816
91,3,108722,0.0791589558690973,0,0.0625409201541546
92,3,262376,0.0624568558099826,0.796734457419886,0.0573896147170473
93,3,122760,0.0795062724014337,0,0.0625007145975888
94,3,132632,0.0793013752337294,0,0.062472798985162
95,3,110008,0.0795353974256418,0,0.0629467667260563
96,3,130556,0.0790225650295659,0,0.062625687720212
97,3,137588,0.0780410355554264,0,0.0636869645681309
98,3,148006,0.0658242909071254,0,0.0602235516465549
99,3,146608,0.065944423223835,0,0.0571077463985594
100,3,124338,0.0655857420901092,0,0.0558425982483231
101,3,136698,0.0660259111325696,0,0.0556505752242169
102,3,114880,0.066879004178273,0,0.0550453781162953
103,3,144468,0.065470554032727,0,0.0551175356065011
104,3,455076,0.0475173817120657,0.760492752858863,0.0377263735507915
105,3,273620,0.0594774139317301,0.384050873474161,0.053389442873328
106,3,240224,0.0599711935526842,0.515768615958439,0.0535349808886706
107,3,123668,0.0633942491186079,0.29920432124721,0.0547659905877026
108,3,102018,0.0656426316924464,0.0181928679252681,0.0549969810229567
109,3,85816,0.0656826232870327,0,0.0550875168616575
110,3,124150,0.065605960531615,0.0134031413612566,0.0549859683205799
111,3,1677676,0.0325042558873108,0.636041762533409,0.0104335287475055
112,3,115836,0.0653134604095445,0,0.0546066510756587
113,3,99838,0.0650737194254693,0,0.0540598716120115
114,3,103848,0.06543515522687,0,0.0544898848124181
115,3,145926,0.0653920480243411,0,0.0543994666063621
116,3,100914,0.0654233307568821,0,0.0545303978536179
117,3,117376,0.0655402296892039,0,0.0546419046227508
118,3,115722,0.0657120512953458,0,0.0548050418502964
119,3,136202,0.0655949251846522,0,0.0548404272918166
120,3,132250,0.0656792438563327,0,0.0550437514480151
59,4,93494,0.0686255802511391,0,0.0536213899501572
60,4,87932,0.0718380111904654,0,0.0545843031888277
61,4,149764,0.0626730723004193,0.720974332950509,0.0503679841951337
62,4,122388,0.0669517436349969,0.0255253783050626,0.05223683640553
63,4,77268,0.0682578816586426,0.471501785991614,0.0537841124786458
64,4,112228,0.0678001924653384,0.026856043055209,0.0531310628363688
65,4,444278,0.0440136806233935,0.950188845722723,0.041811873842504
66,4,117494,0.0546090864214343,0.8159735816297,0.0462961933715764
67,4,123064,0.056195394266398,0.793099525450172,0.0472971234398362
68,4,109874,0.0576095345577662,0.789176693303238,0.0479975435953911
69,4,108278,0.0593429874951514,0.474020576663773,0.0492509580062432
70,4,92822,0.0724402620068518,0,0.0567445636702506
71,4,80192,0.0720635474860335,0,0.0572217245859936
72,4,105340,0.0727683690905639,0,0.0563259293051073
73,4,334310,0.056330860578505,0.833118961442972,0.0507816340103497
74,4,88724,0.0614368152923673,0,0.0542769310784004
75,4,80428,0.0729778186701149,0,0.0600433218157855
76,4,79068,0.0724248747913189,0.487479131886477,0.0596812001947691
77,4,77578,0.0712464874062234,0.193121761324087,0.058599242439867
78,4,72440,0.0696949199337383,0.527829928216455,0.0563693241027057
79,4,75022,0.0695546639652369,0.117885420276719,0.056358714563728
80,4,67804,0.0687649696183116,0.485074626865672,0.055570974367294
81,4,78050,0.0730616271620756,0.0301601537475977,0.0563026525688661
82,4,73056,0.0734509143670609,0,0.0567073064224704
83,4,124890,0.071146288734086,0.648714869084795,0.0558937541196253
84,4,63864,0.073481460603783,0,0.0557465376581486
85,4,107896,0.0686487914287833,0.490787424927708,0.0576947744958108
86,4,118174,0.0706867838949346,0.663868532841403,0.060640836977677
87,4,73964,0.0760998593910551,0,0.0582064977556649
88,4,77636,0.0705594054304704,0.53585965273842,0.0556488881704364
89,4,86422,0.0690861123325079,0.564624748327972,0.054286490210826
90,4,89161,0.0784595282690863,0.453516672087572,0.0529241472056168
91,4,77651,0.0804122290762514,0.42781161865269,0.0565072759784162
92,4,66692,0.0784133029448809,0.391891081389072,0.0601649344149223
93,4,67970,0.080251875827571,0,0.0620569233485361
94,4,74310,0.0799106445969587,0,0.0631602562104697
95,4,61473,0.0801755242138825,0,0.0625847798545703
96,4,63563,0.0803461133049101,0,0.0629255735254787
97,4,78115,0.0792033540293158,0,0.0627269724508737
98,4,141428,0.0613392680374466,0,0.0544821684744181
99,4,106728,0.0623825987557155,0.442358144067161,0.0536859753298104
100,4,74780,0.0632201123294999,0.362155656592672,0.0542033129446376
101,4,74848,0.0664935602821719,0,0.0553610910378367
102,4,65758,0.0660483895495605,0.208856717053438,0.0552459947991119
103,4,73762,0.0663215476803774,0,0.0552627706000379
104,4,53630,0.0657035241469327,0.234943128845795,0.0547505594629871
105,4,148468,0.0596368240967751,0.660263491122666,0.0534210156464693
106,4,121320,0.0602107649192219,0.513056379821959,0.0535929465957797
107,4,61322,0.0636477936140374,0.387658589087114,0.0549369310198624
108,4,51722,0.0661675882603148,0,0.055410040427671
109,4,46812,0.065811971289413,0.0205075621635478,0.0551734918824233
110,4,57042,0.066059044213036,0.0179516847235371,0.0554214746677886
111,4,43546,0.0658565654709962,0,0.0551573380563083
112,4,57474,0.065932769600167,0,0.0551270102655114
113,4,55448,0.0656505194055692,0,0.054936063897706
114,4,55630,0.0658774042782671,0,0.0551057267301815
115,4,73278,0.065819209039548,0,0.0550839362564481
116,4,49928,0.0662624178817497,0,0.0554407650616888
117,4,63994,0.0655853673781917,0,0.0548761911741726
118,4,63548,0.0656269276767168,0,0.0541881966387613
119,4,70230,0.0658119037448384,0,0.0551520027908301
120,4,61672,0.0660022376443118,0,0.0549722924341679
59,5,312765,0.0479441433664253,0.195993797259923,0.0389321101146228
60,5,299230,0.0494387260635632,0,0.0388101660127661
61,5,426880,0.0437675693403298,0.616215329835083,0.0384195125023426
62,5,412090,0.046452546773763,0.501104127739086,0.0401880388240433
63,5,241810,0.0472705429882966,0.421405235515487,0.0405341668375998
64,5,310380,0.0483858173851408,0.219247374186481,0.0411071714865649
65,5,400460,0.0477430704689607,0.719372721370424,0.0392219247090846
66,5,281390,0.0485155478161982,0.460837272113437,0.0398078914886812
67,5,309140,0.0488693472213237,0.596509671993272,0.0399758115546354
68,5,312505,0.0502810515031759,0.481096302459161,0.0404973891969729
69,5,465730,0.0496246537693513,0.898052519700255,0.0416030131900457
70,5,281940,0.0517501241398879,0.459672270695893,0.0416171432645244
71,5,248550,0.0522924964795816,0.369744518205593,0.0417010774170187
72,5,300730,0.0553688025803877,0,0.0416449701127257
73,5,650495,0.0442095634862682,0.309687238180155,0.0389494322139294
74,5,268945,0.0475830374240086,0.436334566547064,0.0404026855713994
75,5,263635,0.0551806474861077,0.447209209702809,0.0421544866349309
76,5,474035,0.0480055692090246,0.595810435938274,0.0417498388304661
77,5,271145,0.055349241180918,0.227184716664515,0.0420440079256486
78,5,233105,0.0554117672293602,0.3712919070805,0.0419526610497415
79,5,238270,0.0555991102530742,0.404373190078482,0.0419951464137323
80,5,225735,0.0572076992934193,0,0.0419642387268257
81,5,235900,0.0572162780839339,0,0.0420662417931327
82,5,296215,0.0570288810492379,0,0.0417609162905322
83,5,711540,0.0543652781291284,0.815948506057284,0.0412870789456671
84,5,222725,0.0565095970367044,0,0.0420806473139522
85,5,250615,0.0545593839155677,0.402011052810087,0.0420458791173713
86,5,249340,0.0546848881045961,0.39424079570065,0.042112727019331
87,5,226205,0.0545566632037311,0.215954554497027,0.0420895304922526
88,5,289355,0.0548677921584213,0,0.041979866548012
89,5,243545,0.0550034695846763,0.413065347266419,0.0420071457102384
90,5,237600,0.0549539141414141,0.406986531986532,0.0420036476515152
91,5,183245,0.0545937406204808,0.468225599607083,0.0417158144778848
92,5,218895,0.0550081545946687,0.373238310605541,0.0420118742867585
93,5,208150,0.0552008647609897,0.282248378573144,0.0419279610857555
94,5,209720,0.0563509441159641,0,0.0417002149198932
95,5,207315,0.0561244000675301,0,0.0422450204471457
96,5,375820,0.0490794529295939,0.595484540471502,0.0418868763876324
97,5,294030,0.0509859878243717,0.30109172533415,0.0430892515151515
98,5,253065,0.0562574042242112,0,0.0426669985339735
99,5,329385,0.052303322859268,0.556491643517464,0.0419899626485723
100,5,255245,0.0532329330643108,0.454563262747556,0.0431367742913671
101,5,257505,0.0563863614298752,0.0888526436379876,0.0438935723228675
102,5,283225,0.0564804660605526,0.248088975196399,0.0428595107635272
103,5,291705,0.0549414991172589,0.30595978814213,0.0428337545294047
104,5,254480,0.0549465576862622,0.225558000628733,0.0426358675062873
105,5,246900,0.0549852571891454,0.217496962332928,0.0419135435034427
106,5,245590,0.0550138442118979,0.17712447575227,0.0421821690011808
107,5,227615,0.0550006370406168,0.297432067306636,0.0423345727302682
108,5,224600,0.055053517364203,0.296081923419412,0.0422036817987533
109,5,239275,0.0550036986730749,0.304461393793752,0.0424785266826873
110,5,295185,0.054036892118502,0.304554770736995,0.0422340959770991
111,5,331510,0.0526854996832675,0.712361618050737,0.0404396384754608
112,5,244905,0.0532851922173904,0.524489087605398,0.0407721059431208
113,5,254765,0.0547537927109297,0.371224461758876,0.0408616315113929
114,5,247975,0.0545326746647848,0.471841919548342,0.0408354471499143
115,5,296300,0.0545520080998988,0.312588592642592,0.0407103352446844
116,5,202890,0.0545689289762926,0.235324560106462,0.0406587268864902
117,5,233425,0.0547904037699475,0.241983506479597,0.0405811740473385
118,5,226460,0.0543340545791751,0.19345579793341,0.0407900874900645
119,5,258285,0.054434674874654,0.192268230830284,0.0410376811932555
120,5,267225,0.0557693329591168,0,0.0410216865562728
59,6,79228,0.063583581562074,0,0.0499949200913818
60,6,72808,0.0642120371387759,0,0.0498154642759038
61,6,70692,0.0674139930968144,0,0.0516560211056414
62,6,91716,0.0700855903004928,0,0.0559203828884818
63,6,72754,0.0707792011435797,0,0.056828817961899
64,6,104798,0.071143056165194,0,0.057151057882784
65,6,79580,0.0706970344307615,0,0.056853998240764
66,6,81804,0.0706014375825143,0,0.0575781072685932
67,6,88166,0.0702058616700315,0.417712043191253,0.0572188935984393
68,6,89678,0.0705766185686567,0.386627712482437,0.0574196887865474
69,6,70232,0.0702141473971979,0,0.0574507769392869
70,6,66810,0.0733752432270618,0,0.0590437365214788
71,6,336448,0.0464799315198783,0.23069241011984,0.0321288630427287
72,6,66366,0.0768093602145677,0,0.062328967091583
73,6,76310,0.071785087144542,0.210457345039969,0.0607021705543179
74,6,62202,0.071183723996013,0.394360309957879,0.0605011959583293
75,6,61062,0.0749077986308997,0,0.0612933400314435
76,6,63492,0.0747843822843823,0,0.0615231044068544
77,6,76048,0.0744800652219651,0,0.0612664954239428
78,6,73586,0.0745530399804311,0,0.0604972309678471
79,6,77984,0.0737950092326631,0,0.059875092313808
80,6,68108,0.0737342162447877,0,0.059817965261056
81,6,77550,0.0732842037395229,0,0.0576549248871696
82,6,75112,0.0736714506337203,0,0.0579398698610076
83,6,139704,0.0712454904655558,0.698376567600069,0.0563772737144248
84,6,129548,0.064740945441072,0.716645567666039,0.0580546980347053
85,6,68742,0.0776260510313928,0,0.059995923860231
86,6,64162,0.0772201614662885,0,0.0595531791403011
87,6,65842,0.0772877494608305,0,0.0596533493666657
88,6,74876,0.0760812543405096,0,0.0588982850312517
89,6,78240,0.0762181748466258,0,0.0589131276840491
90,6,170680,0.0617719123505976,0.77595500351535,0.0565151853820014
91,6,66490,0.076905700105279,0,0.0594929947210107
92,6,66248,0.0755000905687719,0,0.0585891676126072
93,6,66252,0.0755281349996981,0,0.0584175100827145
94,6,75290,0.0748913534333909,0,0.0577492963607385
95,6,60064,0.0741026238678743,0,0.0569092448554875
96,6,67156,0.0742496575138483,0.353147894454703,0.0598069323962118
97,6,75538,0.0753005110010855,0,0.0605508123990574
98,6,76948,0.0677935748817383,0.236445391693091,0.0593952475437958
99,6,78776,0.0655073880369656,0,0.0593489913298466
100,6,71636,0.0650757998771567,0,0.0574546320425484
101,6,69856,0.0655077588181402,0,0.0562573979615208
102,6,64888,0.0653618542719763,0,0.0558890227622981
103,6,72034,0.065493516950329,0.29735958019824,0.0545634687092206
104,6,57254,0.0656422258706815,0,0.054568273256017
105,6,153514,0.0593420144091093,0.652787367927355,0.0531338339760543
106,6,131718,0.0597326864969101,0.0369881109643329,0.0532258819523528
107,6,60526,0.0627745101278789,0.431616164953904,0.054136038495853
108,6,56068,0.0655172290789755,0.0251123635585361,0.0543789285510452
109,6,58612,0.0649300484542415,0,0.0541741394083123
110,6,69814,0.0650888074025267,0,0.0542075339616696
111,6,779216,0.0324158898174575,0.363524362949426,0.0103195801459416
112,6,62850,0.0646641209228321,0,0.0539562742084328
113,6,62702,0.0646858154444834,0,0.0538862984912762
114,6,60286,0.0651720134027801,0,0.054078750953787
115,6,79680,0.0651163403614458,0,0.0541061218875502
116,6,54950,0.0650575068243858,0,0.0539661625841674
117,6,62128,0.0651899304661344,0,0.0538537148789596
118,6,59414,0.0653643922307874,0,0.0536631471033763
119,6,62998,0.065230324772215,0,0.0538411257658973
120,6,63778,0.0650865502210794,0,0.0532946281005989
59,7,94339,0.0418184420017172,0,0.0295453530141299
60,7,86620,0.0413661971830986,0,0.0291693073308705
61,7,95192,0.0425962265736616,0,0.0294299102970838
62,7,207983,0.0394431275633105,0.735362986397927,0.0292854032108393
63,7,116864,0.0393273377601314,0.660374452354874,0.028880156258557
64,7,149539,0.0395190552297394,0.550899765278623,0.0288222005831255
65,7,119542,0.0394749962356327,0.60489200448378,0.028567289605327
66,7,116848,0.0404205463508147,0.339569355059565,0.0296708470320416
67,7,149247,0.0397794930551368,0.734634532017394,0.0290973625801524
68,7,143066,0.0402084352676387,0.597388617840717,0.0294915988914207
69,7,133177,0.0404650953242677,0.677279109756189,0.0296432045548406
70,7,139346,0.0412992120333558,0.217559169262124,0.0301755475435248
71,7,135340,0.0401016698684794,0.468967045958327,0.0300470264075661
72,7,106167,0.041080655947705,0.365857564026487,0.0303288315955052
73,7,100348,0.0410402798262048,0.221429425598916,0.0301248305098258
74,7,89363,0.03986291865761,0.579613486566028,0.028847692792319
75,7,103016,0.0406152442339054,0.248505086588491,0.0286515655238021
76,7,81765,0.0415386779184247,0.233596282027763,0.0290167156118143
77,7,91627,0.0432946620537614,0,0.0293871701245266
78,7,98942,0.04365507064745,0,0.0294201166137737
79,7,153894,0.0405625950329448,0.551613448217604,0.0293850310018584
80,7,122558,0.0401060722270272,0.503794121966742,0.0291087453695393
81,7,147371,0.0395193084121028,0.78788228348861,0.0290882477760211
82,7,127913,0.0410812036305927,0.400881849382002,0.0289371359283263
83,7,105051,0.041484326660384,0.643773024530942,0.0290458586020124
84,7,96362,0.0427806604263091,0,0.029255817490297
85,7,95048,0.0435624105715007,0,0.0292502580801279
86,7,119423,0.0428220694506083,0.145097678001725,0.0295199412592214
87,7,124561,0.0416808631915287,0.439142267643966,0.029573300262522
88,7,131745,0.0392049793161031,0.516345971384113,0.0287041252343542
89,7,107236,0.0427115893916222,0.386530642694617,0.0286485548509829
90,7,109190,0.0428365234911622,0.358549317703086,0.0287357596574778
91,7,93569,0.0428940140431126,0,0.0282742101230108
92,7,114606,0.040569778196604,0.402683978151231,0.0280850432438092
93,7,114467,0.0426016231752383,0.272567639581713,0.0283738613923664
94,7,112956,0.0436189312652714,0.225574560005666,0.0288108315892914
95,7,92903,0.0456358782816486,0,0.0291247206225849
96,7,95253,0.045907215520771,0,0.0295476207048597
97,7,100960,0.0452499009508716,0,0.0295950803090333
98,7,105918,0.0431931305349421,0.141845578655186,0.0293692273079174
99,7,105719,0.0442589316962892,0.142112581465962,0.0299097563068133
100,7,87912,0.0422457684957685,0.206934206934207,0.029594189951315
101,7,104752,0.0436624599053001,0,0.0298495618794868
102,7,107761,0.040200907563961,0.216219225879493,0.0285430942641586
103,7,108192,0.0420092982845312,0.28976264418811,0.029081284521961
104,7,114059,0.039913553511779,0.382328444050886,0.0281263367029344
105,7,93763,0.0427969454902254,0.0671053613898873,0.0283180513742095
106,7,110226,0.0412010777856404,0.253488287699817,0.0276482310888538
107,7,104998,0.0419179412941199,0.275281433932075,0.0281720391531267
108,7,92288,0.0425245969140083,0.0873352981969487,0.0279552688756935
109,7,84604,0.0410253652309583,0.0868162261831592,0.0275130868753251
110,7,101980,0.0419047852520102,0.26578740929594,0.0281593577858404
111,7,78623,0.0409957645981456,0.280261501087468,0.0275975978530455
112,7,87382,0.0425310704721796,0,0.0292272809503101
113,7,84466,0.0420636705893496,0,0.0289692125470604
114,7,88621,0.0422048950023132,0,0.0293512739305582
115,7,123459,0.0418677455673543,0.142557448221677,0.0290100854453705
116,7,87021,0.0420624906631733,0.133875731145356,0.0291163780007125
117,7,105105,0.0419565196708054,0.140335854621569,0.0289938479044765
118,7,104556,0.0417906193810016,0.114101534106125,0.0290013535043422
119,7,104717,0.0405851007954773,0.100556738638425,0.0286132490235587
120,7,107661,0.0414824309638588,0.142716489722369,0.0299486401203778
