"cityName","dataTime","so2Value","coValue","o3Value","no2Value","pm10Value","pm25Value","lon","lat"
"성북구","2017-09-28 14:00",0.003,0.3,0.04,0.02,21,8,127.0182146,37.589116
"성북구","2017-09-28 06:00",0.003,0.3,0.015,0.016,15,10,127.0182146,37.589116
"성북구","2017-09-27 23:00",0.002,0.4,0.014,0.021,11,4,127.0182146,37.589116
"성북구","2017-09-28 01:00",0.003,0.4,0.018,0.015,0,0,127.0182146,37.589116
"성북구","2017-09-28 13:00",0.003,0.3,0.037,0.017,26,6,127.0182146,37.589116
"성북구","2017-09-28 07:00",0.003,0.3,0.013,0.019,12,6,127.0182146,37.589116
"성북구","2017-09-28 12:00",0.003,0.3,0.03,0.015,23,11,127.0182146,37.589116
"송파구","2017-09-28 09:00",0.004,0.3,0.017,0.018,9,6,127.1065971,37.5145437
"송파구","2017-09-28 10:00",0.004,0.3,0.021,0.018,7,5,127.1065971,37.5145437
"송파구","2017-09-27 17:00",0.004,0.6,0.052,0.02,64,33,127.1065971,37.5145437
"송파구","2017-09-28 08:00",0.004,0.3,0.011,0.02,8,3,127.1065971,37.5145437
"송파구","2017-09-27 18:00",0.004,0.6,0.037,0.022,61,29,127.1065971,37.5145437
"송파구","2017-09-28 15:00",0.004,0.3,0.045,0.013,28,6,127.1065971,37.5145437
"송파구","2017-09-28 02:00",0.004,0.3,0.02,0.014,9,7,127.1065971,37.5145437
"송파구","2017-09-27 20:00",0.003,0.3,0.028,0.017,19,10,127.1065971,37.5145437
"송파구","2017-09-28 03:00",0.004,0.3,0.018,0.014,8,6,127.1065971,37.5145437
"송파구","2017-09-28 04:00",0.004,0.3,0.017,0.014,9,3,127.1065971,37.5145437
"송파구","2017-09-27 21:00",0.003,0.3,0.026,0.015,20,6,127.1065971,37.5145437
"송파구","2017-09-28 07:00",0.004,0.3,0.01,0.018,8,5,127.1065971,37.5145437
"송파구","2017-09-28 01:00",0.003,0.3,0.018,0.015,15,7,127.1065971,37.5145437
"송파구","2017-09-28 06:00",0.004,0.3,0.018,0.012,8,4,127.1065971,37.5145437
"송파구","2017-09-28 12:00",0.004,0.3,0.023,0.019,23,8,127.1065971,37.5145437
"송파구","2017-09-27 19:00",0.004,0.5,0.028,0.022,52,27,127.1065971,37.5145437
"송파구","2017-09-28 05:00",0.004,0.3,0.017,0.013,10,4,127.1065971,37.5145437
"송파구","2017-09-28 14:00",0.004,0.3,0.044,0.014,29,4,127.1065971,37.5145437
"송파구","2017-09-27 22:00",0.003,0.4,0.021,0.021,6,3,127.1065971,37.5145437
"송파구","2017-09-28 11:00",0.004,0.3,0.022,0.02,18,8,127.1065971,37.5145437
"송파구","2017-09-27 24:00",0.003,0.3,0.011,0.022,15,4,127.1065971,37.5145437
"송파구","2017-09-28 13:00",0.004,0.3,0.035,0.013,24,10,127.1065971,37.5145437
"송파구","2017-09-27 16:00",0.004,0.7,0.048,0.026,58,37,127.1065971,37.5145437
"송파구","2017-09-27 23:00",0.003,0.4,0.007,0.029,13,5,127.1065971,37.5145437
"양천구","2017-09-27 18:00",0.003,0.5,0.029,0.021,47,36,126.8663985,37.5168721
"양천구","2017-09-28 01:00",0.002,0.3,0.017,0.015,12,9,126.8663985,37.5168721
"양천구","2017-09-28 03:00",0.002,0.3,0.018,0.013,11,7,126.8663985,37.5168721
"양천구","2017-09-28 08:00",0.002,0.3,0.013,0.021,5,3,126.8663985,37.5168721
"양천구","2017-09-28 02:00",0.002,0.3,0.016,0.014,10,6,126.8663985,37.5168721
"양천구","2017-09-27 20:00",0.003,0.5,0.018,0.024,47,34,126.8663985,37.5168721
"양천구","2017-09-27 17:00",0.003,0.5,0.033,0.025,52,39,126.8663985,37.5168721
"양천구","2017-09-28 06:00",0.002,0.3,0.018,0.013,6,4,126.8663985,37.5168721
"양천구","2017-09-28 09:00",0.003,0.4,0.009,0.027,9,4,126.8663985,37.5168721
"양천구","2017-09-27 19:00",0.003,0.5,0.02,0.029,50,36,126.8663985,37.5168721
"양천구","2017-09-28 10:00",0.003,0.4,0.014,0.022,19,9,126.8663985,37.5168721
"양천구","2017-09-28 07:00",0.002,0.3,0.013,0.019,7,5,126.8663985,37.5168721
"양천구","2017-09-28 04:00",0.003,0.3,0.019,0.013,9,6,126.8663985,37.5168721
"양천구","2017-09-28 11:00",0.003,0.3,0.025,0.018,21,9,126.8663985,37.5168721
"양천구","2017-09-27 24:00",0.003,0.3,0.012,0.022,14,9,126.8663985,37.5168721
"양천구","2017-09-28 05:00",0.002,0.3,0.019,0.011,6,5,126.8663985,37.5168721
"양천구","2017-09-28 14:00",0.003,0.3,0.04,0.014,16,9,126.8663985,37.5168721
"양천구","2017-09-28 15:00",0.003,0.4,0.045,0.014,24,13,126.8663985,37.5168721
"양천구","2017-09-27 23:00",0.003,0.4,0.01,0.024,18,12,126.8663985,37.5168721
"양천구","2017-09-27 16:00",0.003,0.5,0.045,0.021,48,39,126.8663985,37.5168721
"양천구","2017-09-27 22:00",0.003,0.4,0.013,0.023,23,18,126.8663985,37.5168721
"양천구","2017-09-28 12:00",0.003,0.3,0.036,0.012,17,9,126.8663985,37.5168721
"양천구","2017-09-28 13:00",0.003,0.3,0.038,0.014,17,9,126.8663985,37.5168721
"양천구","2017-09-27 21:00",0.003,0.4,0.014,0.026,35,29,126.8663985,37.5168721
"영등포구","2017-09-27 20:00",0.006,0.8,0.01,0.036,71,30,126.8962283,37.5263715
"영등포구","2017-09-27 18:00",0.004,0.7,0.019,0.037,64,25,126.8962283,37.5263715
"영등포구","2017-09-27 22:00",0.005,0.6,0.011,0.034,40,20,126.8962283,37.5263715
"영등포구","2017-09-28 03:00",0.005,0.4,0.022,0.015,8,4,126.8962283,37.5263715
"영등포구","2017-09-28 10:00",0.005,0.4,0.014,0.025,0,15,126.8962283,37.5263715
"영등포구","2017-09-28 01:00",0.004,0.5,0.019,0.019,14,4,126.8962283,37.5263715
"영등포구","2017-09-28 14:00",0.006,0.4,0.047,0.018,0,9,126.8962283,37.5263715
"영등포구","2017-09-28 09:00",0.005,0.2,0.015,0.022,0,7,126.8962283,37.5263715
"영등포구","2017-09-28 02:00",0.005,0.4,0.025,0.016,15,8,126.8962283,37.5263715
"영등포구","2017-09-27 19:00",0.004,1.1,0.017,0.036,66,33,126.8962283,37.5263715
"영등포구","2017-09-28 05:00",0.005,0.3,0.022,0.014,14,4,126.8962283,37.5263715
"영등포구","2017-09-28 08:00",0.005,0.3,0.014,0.024,0,3,126.8962283,37.5263715
"영등포구","2017-09-28 15:00",0.006,0.5,0.052,0.019,43,9,126.8962283,37.5263715
"영등포구","2017-09-27 21:00",0.005,0.8,0.008,0.037,68,27,126.8962283,37.5263715
"영등포구","2017-09-27 17:00",0.005,0.9,0.032,0.032,70,28,126.8962283,37.5263715
"영등포구","2017-09-28 07:00",0.005,0.4,0.012,0.026,9,3,126.8962283,37.5263715
"영등포구","2017-09-27 23:00",0.005,0.4,0.014,0.03,26,9,126.8962283,37.5263715
"영등포구","2017-09-27 24:00",0.005,0.5,0.014,0.025,23,11,126.8962283,37.5263715
"영등포구","2017-09-28 11:00",0.006,0.4,0.025,0.023,0,17,126.8962283,37.5263715
"영등포구","2017-09-28 13:00",0.006,0.3,0.044,0.02,0,0,126.8962283,37.5263715
"영등포구","2017-09-28 06:00",0.005,0.3,0.021,0.019,9,4,126.8962283,37.5263715
"영등포구","2017-09-28 12:00",0.006,0.3,0.035,0.02,0,12,126.8962283,37.5263715
"영등포구","2017-09-27 16:00",0.004,0.5,0.049,0.027,70,45,126.8962283,37.5263715
"영등포구","2017-09-28 04:00",0.005,0.2,0.022,0.015,13,3,126.8962283,37.5263715
"용산구","2017-09-28 01:00",0.003,0.3,0.009,0.018,13,6,126.9654442,37.5384272
"용산구","2017-09-27 18:00",0.004,0.3,0.028,0.017,44,31,126.9654442,37.5384272
"용산구","2017-09-28 02:00",0.003,0.3,0.01,0.015,11,8,126.9654442,37.5384272
"용산구","2017-09-27 20:00",0.003,0.3,0.022,0.017,39,29,126.9654442,37.5384272
"용산구","2017-09-28 10:00",0.003,0.3,0.014,0.025,9,8,126.9654442,37.5384272
"용산구","2017-09-28 03:00",0.003,0.3,0.01,0.014,8,7,126.9654442,37.5384272
"용산구","2017-09-28 09:00",0.003,0.3,0.011,0.021,6,4,126.9654442,37.5384272
"용산구","2017-09-27 19:00",0.003,0.3,0.025,0.018,42,29,126.9654442,37.5384272
"용산구","2017-09-27 17:00",0.003,0.3,0.037,0.02,49,33,126.9654442,37.5384272
"용산구","2017-09-28 14:00",0.004,0.2,0.038,0.017,18,9,126.9654442,37.5384272
"용산구","2017-09-28 08:00",0.003,0.3,0.003,0.019,5,0,126.9654442,37.5384272
"용산구","2017-09-28 11:00",0.003,0.3,0.017,0.023,15,7,126.9654442,37.5384272
"용산구","2017-09-28 04:00",0.003,0.3,0.007,0.015,13,7,126.9654442,37.5384272
"용산구","2017-09-27 21:00",0.003,0.2,0.022,0.012,21,12,126.9654442,37.5384272
"용산구","2017-09-27 22:00",0.003,0.3,0.014,0.017,12,8,126.9654442,37.5384272
"용산구","2017-09-28 15:00",0.003,0.3,0.042,0.016,22,7,126.9654442,37.5384272
"용산구","2017-09-27 16:00",0.004,0.3,0.05,0.015,0,0,126.9654442,37.5384272
"용산구","2017-09-27 24:00",0.003,0.3,0.007,0.022,12,9,126.9654442,37.5384272
"용산구","2017-09-28 07:00",0.003,0.3,0.003,0.019,10,8,126.9654442,37.5384272
"용산구","2017-09-28 06:00",0.003,0.2,0.005,0.015,11,8,126.9654442,37.5384272
"용산구","2017-09-28 12:00",0.003,0.2,0.025,0.021,18,7,126.9654442,37.5384272
"용산구","2017-09-27 23:00",0.003,0.3,0.007,0.022,8,8,126.9654442,37.5384272
"용산구","2017-09-28 13:00",0.003,0.2,0.033,0.021,13,7,126.9654442,37.5384272
"용산구","2017-09-28 05:00",0.003,0.3,0.006,0.017,9,7,126.9654442,37.5384272
"은평구","2017-09-28 01:00",0.005,0.5,0.017,0.017,6,5,126.9291119,37.6026957
"은평구","2017-09-27 18:00",0.005,0.7,0.033,0.023,45,27,126.9291119,37.6026957
"은평구","2017-09-28 09:00",0.005,0.5,0.018,0.018,5,3,126.9291119,37.6026957
"은평구","2017-09-28 14:00",0.006,0.4,0.047,0.017,30,14,126.9291119,37.6026957
"은평구","2017-09-27 17:00",0.005,0.7,0.039,0.022,50,32,126.9291119,37.6026957
"은평구","2017-09-28 15:00",0.007,0.5,0.052,0.018,36,15,126.9291119,37.6026957
"은평구","2017-09-28 08:00",0.005,0.5,0.014,0.019,8,3,126.9291119,37.6026957
"은평구","2017-09-28 13:00",0.006,0.4,0.05,0.014,25,8,126.9291119,37.6026957
"은평구","2017-09-28 02:00",0.005,0.6,0.012,0.019,8,6,126.9291119,37.6026957
"은평구","2017-09-28 10:00",0.005,0.5,0.025,0.017,5,3,126.9291119,37.6026957
"은평구","2017-09-28 11:00",0.005,0.5,0.029,0.018,9,3,126.9291119,37.6026957
"은평구","2017-09-28 03:00",0.005,0.5,0.02,0.012,10,7,126.9291119,37.6026957
"은평구","2017-09-27 16:00",0.006,0.7,0.054,0.016,46,37,126.9291119,37.6026957
"은평구","2017-09-27 24:00",0.006,0.5,0.019,0.018,9,4,126.9291119,37.6026957
"은평구","2017-09-28 07:00",0.005,0.5,0.012,0.018,5,3,126.9291119,37.6026957
"은평구","2017-09-27 22:00",0.005,0.6,0.013,0.028,24,18,126.9291119,37.6026957
"은평구","2017-09-28 06:00",0.005,0.5,0.015,0.014,11,3,126.9291119,37.6026957
"은평구","2017-09-27 19:00",0.005,0.7,0.025,0.029,41,26,126.9291119,37.6026957
"은평구","2017-09-27 21:00",0.006,0.6,0.024,0.02,31,16,126.9291119,37.6026957
"은평구","2017-09-27 20:00",0.006,0.6,0.027,0.022,46,27,126.9291119,37.6026957
"은평구","2017-09-28 04:00",0.005,0.5,0.021,0.012,6,3,126.9291119,37.6026957
"은평구","2017-09-28 12:00",0.006,0.4,0.042,0.013,26,14,126.9291119,37.6026957
"은평구","2017-09-27 23:00",0.005,0.5,0.021,0.017,9,9,126.9291119,37.6026957
"은평구","2017-09-28 05:00",0.005,0.5,0.018,0.013,10,5,126.9291119,37.6026957
"종로구","2017-09-27 18:00",0,0,0,0,0,0,126.9793579,37.5729503
"종로구","2017-09-27 19:00",0.004,0.6,0.027,0.024,47,29,126.9793579,37.5729503
"종로구","2017-09-28 01:00",0.003,0.3,0.019,0.016,10,6,126.9793579,37.5729503
"종로구","2017-09-27 23:00",0.003,0.3,0.013,0.023,11,9,126.9793579,37.5729503
"종로구","2017-09-27 24:00",0.003,0.3,0.015,0.021,9,6,126.9793579,37.5729503
"종로구","2017-09-28 08:00",0.003,0.4,0.009,0.024,7,5,126.9793579,37.5729503
"종로구","2017-09-28 11:00",0.003,0.4,0.023,0.02,11,4,126.9793579,37.5729503
"종로구","2017-09-28 09:00",0.003,0.4,0.018,0.019,5,3,126.9793579,37.5729503
"종로구","2017-09-28 03:00",0.003,0.3,0.017,0.015,14,9,126.9793579,37.5729503
"종로구","2017-09-28 15:00",0.004,0.5,0.043,0.022,26,13,126.9793579,37.5729503
"종로구","2017-09-28 06:00",0.003,0.4,0.009,0.019,9,7,126.9793579,37.5729503
"종로구","2017-09-28 04:00",0.003,0.3,0.02,0.012,10,6,126.9793579,37.5729503
"종로구","2017-09-27 17:00",0,0,0,0,0,0,126.9793579,37.5729503
"종로구","2017-09-27 20:00",0.003,0.5,0.023,0.025,44,30,126.9793579,37.5729503
"종로구","2017-09-28 10:00",0.003,0.4,0.022,0.018,8,4,126.9793579,37.5729503
"종로구","2017-09-28 13:00",0.003,0.4,0.041,0.016,19,6,126.9793579,37.5729503
"종로구","2017-09-28 14:00",0.003,0.4,0.038,0.022,19,9,126.9793579,37.5729503
"종로구","2017-09-28 12:00",0.003,0.4,0.031,0.018,15,6,126.9793579,37.5729503
"종로구","2017-09-28 05:00",0.003,0.3,0.014,0.014,10,7,126.9793579,37.5729503
"종로구","2017-09-27 22:00",0.003,0.4,0.015,0.022,14,8,126.9793579,37.5729503
"종로구","2017-09-28 07:00",0.003,0.4,0.005,0.026,10,6,126.9793579,37.5729503
"종로구","2017-09-27 21:00",0.003,0.4,0.017,0.024,28,18,126.9793579,37.5729503
"종로구","2017-09-28 02:00",0.003,0.3,0.018,0.016,11,6,126.9793579,37.5729503
"종로구","2017-09-27 16:00",0.003,0.6,0.058,0.018,48,33,126.9793579,37.5729503
"중구","2017-09-27 18:00",0.003,0.4,0.037,0.017,46,30,126.9979403,37.5640907
"중구","2017-09-28 01:00",0.003,0.3,0.016,0.021,10,6,126.9979403,37.5640907
"중구","2017-09-28 11:00",0.003,0.3,0.022,0.021,16,4,126.9979403,37.5640907
"중구","2017-09-27 17:00",0.003,0.5,0.044,0.017,50,34,126.9979403,37.5640907
"중구","2017-09-28 15:00",0.004,0.4,0.046,0.018,24,9,126.9979403,37.5640907
"중구","2017-09-28 06:00",0.002,0.3,0.012,0.017,10,5,126.9979403,37.5640907
"중구","2017-09-27 16:00",0.003,0.5,0.055,0.022,48,32,126.9979403,37.5640907
"중구","2017-09-28 10:00",0.003,0.3,0.023,0.019,9,3,126.9979403,37.5640907
"중구","2017-09-28 07:00",0.003,0.4,0.005,0.027,11,7,126.9979403,37.5640907
"중구","2017-09-28 08:00",0.002,0.4,0.01,0.026,7,4,126.9979403,37.5640907
"중구","2017-09-27 20:00",0.004,0.5,0.024,0.027,43,28,126.9979403,37.5640907
"중구","2017-09-27 24:00",0.003,0.3,0.017,0.021,10,5,126.9979403,37.5640907
"중구","2017-09-28 02:00",0.003,0.4,0.017,0.019,10,5,126.9979403,37.5640907
"중구","2017-09-28 03:00",0.003,0.4,0.015,0.018,13,9,126.9979403,37.5640907
"중구","2017-09-28 12:00",0.002,0.3,0.035,0.018,19,6,126.9979403,37.5640907
"중구","2017-09-27 19:00",0.003,0.5,0.03,0.023,45,30,126.9979403,37.5640907
"중구","2017-09-28 05:00",0.003,0.3,0.016,0.013,12,5,126.9979403,37.5640907
"중구","2017-09-27 22:00",0.002,0.4,0.01,0.03,18,10,126.9979403,37.5640907
"중구","2017-09-27 23:00",0.003,0.4,0.01,0.028,15,6,126.9979403,37.5640907
"중구","2017-09-28 14:00",0.003,0.3,0.042,0.017,22,10,126.9979403,37.5640907
"중구","2017-09-27 21:00",0.003,0.4,0.014,0.031,32,20,126.9979403,37.5640907
"중구","2017-09-28 09:00",0.002,0.4,0.014,0.025,7,3,126.9979403,37.5640907
"중구","2017-09-28 04:00",0.003,0.3,0.018,0.014,11,6,126.9979403,37.5640907
"중구","2017-09-28 13:00",0.003,0.3,0.042,0.018,17,5,126.9979403,37.5640907
"중랑구","2017-09-28 08:00",0.005,0.4,0.007,0.024,9,3,127.0926519,37.6065602
"중랑구","2017-09-28 03:00",0.006,0.3,0.018,0.009,8,3,127.0926519,37.6065602
"중랑구","2017-09-28 01:00",0.005,0.3,0.016,0.014,12,6,127.0926519,37.6065602
"중랑구","2017-09-27 24:00",0.005,0.3,0.009,0.021,10,8,127.0926519,37.6065602
"중랑구","2017-09-27 22:00",0.006,0.4,0.008,0.022,20,8,127.0926519,37.6065602
"중랑구","2017-09-27 20:00",0.006,0.5,0.014,0.028,39,23,127.0926519,37.6065602
"중랑구","2017-09-27 19:00",0.007,0.4,0.023,0.024,46,28,127.0926519,37.6065602
"중랑구","2017-09-27 17:00",0.006,0.5,0.038,0.019,53,39,127.0926519,37.6065602
"중랑구","2017-09-28 12:00",0.005,0.3,0.027,0.014,19,5,127.0926519,37.6065602
"중랑구","2017-09-27 23:00",0.008,0.3,0.011,0.019,14,6,127.0926519,37.6065602
"중랑구","2017-09-28 14:00",0.006,0.3,0.041,0.015,23,9,127.0926519,37.6065602
"중랑구","2017-09-28 07:00",0.005,0.4,0.008,0.02,15,6,127.0926519,37.6065602
"중랑구","2017-09-28 15:00",0.007,0.3,0.042,0.014,33,10,127.0926519,37.6065602
"중랑구","2017-09-27 18:00",0.006,0.5,0.026,0.021,55,26,127.0926519,37.6065602
"중랑구","2017-09-28 09:00",0.006,0.4,0.011,0.02,5,3,127.0926519,37.6065602
"중랑구","2017-09-28 02:00",0.004,0.3,0.017,0.011,10,3,127.0926519,37.6065602
"중랑구","2017-09-28 10:00",0.005,0.3,0.022,0.014,6,3,127.0926519,37.6065602
"중랑구","2017-09-28 11:00",0.006,0.3,0.022,0.016,10,3,127.0926519,37.6065602
"중랑구","2017-09-28 04:00",0.007,0.3,0.018,0.009,9,6,127.0926519,37.6065602
"중랑구","2017-09-27 21:00",0.006,0.4,0.012,0.023,32,18,127.0926519,37.6065602
"중랑구","2017-09-28 05:00",0.006,0.3,0.016,0.011,8,5,127.0926519,37.6065602
"중랑구","2017-09-28 06:00",0.006,0.3,0.01,0.016,10,5,127.0926519,37.6065602
"중랑구","2017-09-28 13:00",0.006,0.3,0.038,0.011,28,7,127.0926519,37.6065602
"중랑구","2017-09-27 16:00",0.006,0.4,0.048,0.021,54,32,127.0926519,37.6065602
